Date,Title,Subtitle,Author,Publication,Minutes
2021-07-28 11:40:00+00:00,How to Be a Genius,The single most impactful thing you can do to boost your intelligence is learn how to effectively self-soothe,Marianne Bellotti,Forge ,7
2021-07-28 11:40:00+00:00,We Need to Talk About the Emotional Labor of Raising Adult Men,When men are boys and women are mothers,Katie Jgln,The Virago ,8
2021-07-28 11:40:00+00:00,Heisenberg's Uncertainty Principle is Pure Mathematics,You might want to sit down for this,Kasper Müller,Cantor's Paradise ,10
2021-07-27 11:40:00+00:00,Day 23 of the 66 Days of Data,Documenting my Data Science Learning Journey,Chanin Nantasenamat,Data Professor ,3
2021-07-27 11:40:00+00:00,A Simple Way to Choose a Python Optimization Package,There are countless open-source optimization packages that can help you minimize an arbitrary multivariate…,Microprediction,Geek Culture ,5
2021-07-27 11:40:00+00:00,TextBlob - A Package Every Python Programmer Should Know,No need to call in the Data Scientist to perform NLP,Eric Fillion,Python in Plain English ,3
2021-07-27 11:40:00+00:00,Data Leakage with Hyper-Parameter Tuning,Hyper-Parameter Tuning sometimes messes up your model and leads to unpredictable results on unseen data.,Sivasai Yadav Mudugandla,Towards Data Science ,4
2021-07-27 11:40:00+00:00,Plotting Maps of Sri Lanka with GeoPandas and MatPlotLib,A Simple Tutorial,Nuwan I. Senaratna,On Technology ,3
2021-07-27 11:40:00+00:00,Predicting IPL-2020 Winner,Classification and Regression are the two branches of Supervised Learning in the field of Machine Learning…,KalyanKumarKancharla,Analytics Vidhya ,6
2021-07-27 11:40:00+00:00,Data visualization learning journal 1,Álvaro Faúndez & Vicky Wu,Vicky Bee Wu,Datable ,4
2021-07-27 11:40:00+00:00,My data science degree was NOT worth it,And is an example of why higher education needs to change.,Natassha Selvaraj,Geek Culture ,4
2021-07-26 11:40:00+00:00,A Problem That Changed My Mind About Mathematics.,"In this article, I want to discuss one of the earliest problems which completely changed my viewpoint of…",StephenwithaPhD,Cantor's Paradise ,6
2021-07-26 11:40:00+00:00,Random Forest in Python,A Practical End-to-End Machine Learning Example,Will Koehrsen,Towards Data Science ,21
2021-07-26 11:40:00+00:00,8 Data Science Projects You Can Do at Your Current Job,"These data science projects can be done in any language, in any career",Zulie Rane,Better Programming ,7
2021-07-26 11:40:00+00:00,How to Share Beautiful Tables on your Medium Articles,Learn how to share interactive tables with your Medium readers using Airtable,Giorgos Myrianthous,Geek Culture ,3
2021-07-26 11:40:00+00:00,Analyzing data using Principal component analysis (PCA),A guide to knowing and understanding PCA using Python.,Jayashree domala,CodeX ,4
2021-07-26 11:40:00+00:00,"The differences between Data Science, Artificial Intelligence, Machine…","Data Science, Artificial Intelligence (AI), Machine Learning (ML), and Deep Learning (DL) are closely…",Naresh Thakur,Artificial Intelligence in Plain English ,7
2021-07-26 11:40:00+00:00,Streamlit - Everything You Need To Know,Table of Contents,Stephen Kilcommins,DataDrivenInvestor ,19
2021-07-26 11:40:00+00:00,A Comprehensive guide on handling Missing Values,Most of the real world data contains missing values. They occur due to many reasons like some observations…,Mallidi Akhil Reddy,#ByCodeGarage ,10
2021-07-26 11:40:00+00:00,Apply strategic social media thinking to your work,Publishing an article you're proud of…,Elie Levine,Creators Hub ,5
2021-07-26 11:40:00+00:00,Building my computer setup as a Data Scientist Pro,About two years ago I was in the process of interviewing in several Mexican startups to find a new job as a…,MFrancys,Geek Culture ,7
2021-07-26 11:40:00+00:00,6 Brain Damaging Habits You May Want to Quit,"Do twice as much as you should, half as well as you could",Shivendra Misra,Publishous ,8
2021-07-26 11:40:00+00:00,How to Identify a Pseudo-Smart Person,4 things truly intelligent people never do,Alan Trapulionis,Noteworthy - The Journal Blog ,4
2021-07-26 11:40:00+00:00,"10 Things You'll Regret When You're Older, if You Aren't Careful",Unless you put in the effort now,Brooke Meredith,Change Your Mind Change Your Life ,9
2021-07-25 11:40:00+00:00,This is Why People Aren't Reading Your Articles,"As the owner of a viral publication, there are three vital mistakes I see writers making.",Adrian Drew,Mind Cafe ,8
2021-07-25 11:40:00+00:00,Data visualization,To create a truly interactive app with Dash you need to use callbacks. You can achieve…,Alan Jones,Towards Data Science ,7
2021-07-25 11:40:00+00:00,How to Write a Headline,Insights from Medium's editorial team,Medium Creators,Creators Hub ,5
2021-07-25 11:40:00+00:00,JupyterLite: Jupyter ❤️ WebAssembly ❤️ Python,"JupyterLite is a JupyterLab distribution that runs entirely in the web browser, backed by in-browser language…",Jeremy Tuloup,Jupyter Blog ,7
2021-07-25 11:40:00+00:00,The QLattice: A new machine learning model you didn't know you needed,"Data sciency Medium-sphere, I have big news. A radical new machine learning model has surfaced.",Valdemar Stentoft-Hansen,Abzu ,6
2021-07-25 11:40:00+00:00,Master Python Lambda Functions With These 4 Don'ts,"Use lambdas, but don't misuse them",Yong Cui,Better Programming ,3
2021-07-25 11:40:00+00:00,Do not use mutable objects as default arguments in Python,This Python peculiarity can lead to some unexpected behavior of your programs.,Timur Bakibayev,Geek Culture ,2
2021-07-25 11:40:00+00:00,Creating a Force Graph using React and d3,"Lately, I was involved in an interesting project that includes building  various graph visualizations. The…",Gil Fink,Level Up Coding ,3
2021-07-25 11:40:00+00:00,23 Examples of Effective Headlines,Plus some quick tips and a note on coining terms,Nadia Rawls,Creators Hub ,4
2021-07-25 11:40:00+00:00,What Are the Most Popular Topics on Medium?,These numbers will help you understand how Medium works,Toni Koraza,Better Marketing ,6
2021-07-25 11:40:00+00:00,Announcing Our Summer Creator Workshop Series,"Develop your writing skills, meet our team, and start drafting your next Medium story",Medium Creators,Creators Hub ,2
2021-07-25 11:40:00+00:00,Rest In Power: Ayesha K. Faines,ZORA columnist Ayesha K. Faines passed away on July 2. Her parents want to honor her legacy.,ZORA Editors,ZORA ,2
2021-07-25 11:40:00+00:00,Are You A New Writer On Medium? Start Here,These best practices can save you stress,Darius Foroux,Creators Hub ,6
2021-07-24 11:40:00+00:00,How you can quickly deploy your ML models with FastAPI,How to deploy your ML models quickly with this API-building tool.,Amol Mavuduru,Towards Data Science ,8
2021-07-24 11:40:00+00:00,Interpret Decision Tree models with dtreeviz library,Decision Tree is a popular supervised machine learning… ,Satyam Kumar,Geek Culture ,4
2021-07-24 11:40:00+00:00,Making Money on LinkedIn Is a Secret Society,Let me show you exactly how content creators make money on LinkedIn. It's not obvious - and I've been doing…,Tim Denning,Entrepreneur's Handbook ,4
2021-07-24 11:40:00+00:00,Business Intelligence Visualizations with Python,"I prepared an extensive guide to display beautiful visualizations to enhance metrics, KPIs, forecasts, and…",Julian Herrera,Towards Data Science ,9
2021-07-24 11:40:00+00:00,3 Useful Python f-string Tricks You Probably Don't Know,Things you need to know about Python's formatted string literals (f-string),Jerry Ng,Better Programming ,5
2021-07-24 11:40:00+00:00,Data Science is like Cooking,Learn about Data Science through Analogy,Chanin Nantasenamat,Data Professor ,4
2021-07-24 11:40:00+00:00,Basic Audio Handling,How to handle and process audio files in command-line and through basic Python programming,Theodore Giannakopoulos,Behavioral Signals - Emotion AI ,11
2021-07-24 11:40:00+00:00,Expert advice from a roundtable of editors,"A few weeks ago, we invited some of our in-house staff to discuss…",Shaq Cheris,Creators Hub ,5
2021-07-24 11:40:00+00:00,Audio signal feature extraction and clustering,Machine learning has been trending for almost a decade now. No wonder it has made countless claims and…,Aakash Mallik,Project Heuristics ,15
2021-07-24 11:40:00+00:00,Instagram Has Become SkyMall,"The ads are a nonstop slurry of surreal products, and I love it",Clive Thompson,Debugger ,6
2021-07-23 11:40:00+00:00,Hard Lessons I Learned from a High-Paying Job in Tech,Better to learn these lessons earlier in your career before it's too late.,Tim Denning,Entrepreneur's Handbook ,6
2021-07-23 11:40:00+00:00,Music in Python Part 2,Consonance and Dissonance Visualized,Katie He,Towards Data Science ,4
2021-07-23 11:40:00+00:00,Using Python To Summarize Text Articles,Demonstrating How We Can Use Python To Summarise Text Articles,Farhad Malik,FinTechExplained ,4
2021-07-23 11:40:00+00:00,N-gram language models,Part 2: Higher n-gram models,Khanh Nguyen,MTI Technology ,14
2021-07-23 11:40:00+00:00,11 Javascript Data Visualization Libraries for 2019,Useful libraries for beautiful data visualization in your JS apps,Jonathan Saring,Bits and Pieces ,9
2021-07-23 11:40:00+00:00,Distillation Bert model with Hugging Face.,"BERT is a bidirectional transformer model, pre-training with a lot of unlabeled textual data to learn…",Josue Nascimento,IA em Saúde: NeuralMed ,2
2021-07-23 11:40:00+00:00,7 DIY Data Science Project Ideas Using Your Personal Data,"As we get into the field of data science, many times, we have difficulty finding data which is structured and…",Kartik Godawat,Jovian - Data Science and Machine Learning Tutorials ,6
2021-07-23 11:40:00+00:00,Plotly Charts are Making Python Smarter,"As data science has become a larger and larger part of my life, so has the need to visualize, share, and…",JJ Diamond-Reivich,trymito ,3
2021-07-23 11:40:00+00:00,Multi-label Text Classification using BERT – The Mighty Transformer,The past year has ushered in an exciting age for Natural Language Processing using deep neural networks…,Kaushal Trivedi,HuggingFace ,7
2021-07-23 11:40:00+00:00,"At Google and Apple, Rising Anger About Remote Work. Is This a Trend?",Some workers simply don't want to come back to the office. Ever.,Nick Kolakowski,Dice Insights ,3
2021-07-23 11:40:00+00:00,Apple Just Cancelled the Future,Tim Cook wants everyone back in the office,⭐ Robert Jameson,Bob's Economics ,4
2021-07-23 11:40:00+00:00,"Your Company's Post-Pandemic Work Plan, Explained",Hello [Employee Name]!,Jessica Powell,Index ,4
2021-07-22 11:40:00+00:00,Music in Python,Signal Processing in Musical Terms and Music Theory Visualization,Katie He,Towards Data Science ,6
2021-07-22 11:40:00+00:00,Creating A Data Science And Machine Learning Portfolio With Notion,Modernising the traditional CV,Richmond Alake,Towards Data Science ,8
2021-07-22 11:40:00+00:00,Ever Wondered Why Normal Distribution Is So Important?,Explaining the reasons why Gaussian distribution is so successful and widely used probability distribution,Farhad Malik,FinTechExplained ,9
2021-07-22 11:40:00+00:00,Random Forest Classification and Its Implementation,In this blog we'll try to dig deeper into Random Forest Classification. Here we will learn about ensemble…,Afroz Chakure,The Startup ,3
2021-07-22 11:40:00+00:00,Changing trends in Retail Industry - using AI,Technology innovations are promoting retail industries to enter a new phase of intelligent automation,Roshni Lokare,appengine.ai ,3
2021-07-22 11:40:00+00:00,Don't Use Built-In Python Methods To Query Data- Use JMESPath Instead,There's a better alternative to search through JSON and dictionaries,Tommaso De Ponti,Better Programming ,3
2021-07-22 11:40:00+00:00,Create an Interactive Report By Using Plotly,If your company doesn't want to develop a dashboard but needs you to monitor complicated data for a long…,Eric Tsai,Geek Culture ,4
2021-07-22 11:40:00+00:00,What makes a student prefer a university?… A brief summary.,Data analysis of American Universities to find out which are the most preferred features by students when it…,Daniela Cruz,Jovian - Data Science and Machine Learning Tutorials ,8
2021-07-22 11:40:00+00:00,Angular is Costing Companies Billions,Why It's Time to Kill Angular,Beau Beauchamp,JavaScript in Plain English ,6
2021-07-22 11:40:00+00:00,6 Amazing Frontend Coding Tips That You Probably Don't Know,Useful coding tips for frontend developers.,Mehdi Aoussiad,Dev Genius ,3
2021-07-22 11:40:00+00:00,Eye-Opening Data That Will Change Your Outlook on Life,You're totally wrong about almost everything.,Mia Thompson,Age of Awareness ,6
2021-07-21 11:40:00+00:00,How to Play Music Using Mathematics in Python,Mathematics of Music,Nishu Jain,Towards Data Science ,5
2021-07-21 11:40:00+00:00,MacBook M1: installing TensorFlow and Jupyter Notebook,These are the steps I took to install TensorFlow and Jupyter Notebook in my MacBook M1 (Apple Silicon ARM64),Gonzalo Ruiz de Villa,gft-engineering ,4
2021-07-21 11:40:00+00:00,Start Using Annotations In Your Python Code,Understanding what function and variable annotations are in Python,Chetan Ambi,Towards AI ,6
2021-07-21 11:40:00+00:00,Multivariate Time Series Analysis,An all-codeless solution using visual programming,Kathrin Melcher,Low Code for Advanced Data Science ,11
2021-07-21 11:40:00+00:00,"Ensemble methods: bagging, boosting and stacking",Understanding the key concepts of ensemble learning.,Joseph Rocca,Towards Data Science ,20
2021-07-21 11:40:00+00:00,How to decide on the number of bins of a Histogram?,This article explains two commonly used methods to calculate the number of bins of a histogram.,KSV Muralidhar,DataDrivenInvestor ,3
2021-07-21 11:40:00+00:00,5 Powerful Functions in Python,Must know functions in Python explained with code,Swathi Arun,The Pythoneers ,3
2021-07-21 11:40:00+00:00,RAVDESS Emotional Speech and Song dataset: an analysis,"One area of data science that I have yet to develop skill in is Speech Emotion Recognition, or SER. Part of…",Tracyrenee,CodeX ,5
